time_s,amcl_x,amcl_y,amcl_qz,amcl_qw,filtered_vx,filtered_wz,left_velocity_cmd,right_velocity_cmd,left_velocity_encoder,right_velocity_encoder,voltage
0.0,,,,,0.0000,-0.0022,0.0000,-0.0000,0.0000,-0.0229,52.2449
0.5,,,,,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0153,52.2296
1.0,,,,,0.0000,-0.0022,0.0000,-0.0000,0.0000,0.0000,52.2296
1.5,,,,,0.0000,-0.0011,0.0000,-0.0000,0.0000,0.0000,52.2296
2.0,,,,,0.0015,0.0022,0.0000,-0.0000,0.0000,-0.0076,52.2143
2.5,,,,,0.0001,0.0000,0.0000,-0.0000,0.0000,0.0000,52.1990
3.0,,,,,-0.0000,0.0011,0.0000,-0.0000,0.0000,0.0000,52.2143
3.5,,,,,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,52.2602
4.0,0.0000,0.0000,0.0000,1.0000,0.0013,0.0011,0.0000,-0.0000,0.0000,0.0000,52.2908
4.5,0.0000,0.0000,0.0000,1.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,52.2296
5.0,0.0000,0.0000,0.0000,1.0000,-0.0000,0.0011,0.0000,-0.0000,0.0000,0.0000,52.2449
5.5,0.0000,0.0000,0.0000,1.0000,0.0013,-0.0011,0.0000,-0.0000,0.0000,0.0000,52.2449
6.0,0.0000,0.0000,0.0000,1.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0000,52.2602
6.5,0.0000,0.0000,0.0000,1.0000,-0.0000,0.0011,0.0000,-0.0000,0.0000,0.0000,52.2602
7.0,0.0000,0.0000,0.0000,1.0000,-0.0000,0.0022,0.0000,-0.0000,0.0000,0.0000,52.2296
7.5,0.0000,0.0000,0.0000,1.0000,0.0025,0.0000,0.0000,-0.0000,0.0000,0.0000,52.2296
8.0,0.0000,0.0000,0.0000,1.0000,-0.0000,0.0022,0.0000,-0.0000,0.0000,0.0000,52.2296
8.5,0.0000,0.0000,0.0000,1.0000,-0.0000,0.0011,0.0000,-0.0000,0.0000,0.0000,52.2143
9.0,0.0000,0.0000,0.0000,1.0000,-0.0009,0.0022,0.0000,-0.0000,0.0000,0.0229,52.2143
9.5,0.0000,0.0000,0.0000,1.0000,-0.0025,-0.0022,0.0000,-0.0000,0.0000,0.0229,52.2143
10.0,0.0000,0.0000,0.0000,1.0000,0.0016,-0.0011,0.0000,-0.0000,0.0000,0.0000,52.2143
10.5,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0000,52.1837
11.0,0.0000,0.0000,0.0000,1.0000,0.0013,0.0022,0.0000,-0.0000,0.0000,0.0000,52.2296
11.5,0.0000,0.0000,0.0000,1.0000,0.0021,-0.0033,0.0000,-0.0000,0.0000,0.0000,52.2143
12.0,0.0000,0.0000,0.0000,1.0000,-0.0051,-0.0011,0.0000,-0.0000,0.0000,0.0229,52.2143
12.5,0.0000,0.0000,0.0000,1.0000,0.0041,0.0022,0.0000,-0.0000,0.0000,-0.0229,52.2602
13.0,0.0000,0.0000,0.0000,1.0000,0.0016,-0.0000,0.0000,-0.0000,0.0000,0.0000,52.1837
13.5,0.0000,0.0000,0.0000,1.0000,0.0044,0.0000,0.0000,-0.0000,0.0000,0.0000,52.2143
