time_s,amcl_x,amcl_y,amcl_qz,amcl_qw,filtered_vx,filtered_wz,left_velocity (rps),right_velocity (rps),left_rps,right_rps,voltage
0.0,,,,,0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0000,49.8569
0.5,,,,,0.0000,0.0011,0.0000,-0.0000,0.0000,0.0000,49.8263
1.0,,,,,0.0000,-0.0011,0.0000,-0.0000,0.0000,-0.0076,49.9334
1.5,,,,,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,49.8263
2.0,,,,,-0.0041,0.0011,0.0000,-0.0000,0.0000,0.0153,49.8263
2.5,,,,,-0.0016,0.0033,0.0000,-0.0000,0.0000,-0.0076,49.8416
3.0,,,,,0.0036,-0.0033,0.0000,-0.0000,0.0000,-0.0229,49.8722
3.5,,,,,-0.0052,0.0022,0.0000,-0.0000,0.0000,0.0229,49.7651
4.0,,,,,-0.0003,0.0067,0.0000,-0.0000,0.0000,0.0000,49.8416
4.5,,,,,0.0018,0.0000,0.0000,-0.0000,0.0000,-0.0076,49.8569
5.0,,,,,0.0010,-0.0011,0.0000,-0.0000,0.0000,0.0000,49.8416
5.5,,,,,0.0000,-0.0011,0.0000,-0.0000,0.0000,0.0000,49.8722
6.0,0.0000,0.0000,0.0000,1.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0000,49.8263
6.5,0.0000,0.0000,0.0000,1.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0000,49.8722
7.0,0.0000,0.0000,0.0000,1.0000,-0.0000,0.0011,0.0000,-0.0000,0.0000,0.0000,49.8569
7.5,0.0000,0.0000,0.0000,1.0000,-0.0000,0.0022,0.0000,-0.0000,0.0000,0.0000,49.8875
8.0,0.0000,0.0000,0.0000,1.0000,-0.0000,-0.0011,0.0000,-0.0000,0.0000,0.0000,49.8569
8.5,0.0000,0.0000,0.0000,1.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0000,49.8263
9.0,0.0000,0.0000,0.0000,1.0000,-0.0025,0.0011,0.0000,-0.0000,0.0000,0.0000,49.8569
9.5,0.0000,0.0000,0.0000,1.0000,-0.0000,-0.0011,0.0000,-0.0000,0.0000,0.0000,49.8263
10.0,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0011,0.0000,-0.0000,0.0000,0.0000,49.8416
10.5,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,49.8569
11.0,0.0000,0.0000,0.0000,1.0000,0.0000,0.0011,0.0000,-0.0000,0.0000,0.0000,49.8416
11.5,0.0000,0.0000,0.0000,1.0000,-0.0006,0.0000,0.0000,-0.0000,0.0000,0.0000,49.8569
12.0,0.0000,0.0000,0.0000,1.0000,-0.0002,-0.0311,0.0000,-0.0000,0.0000,0.0000,49.8722
12.5,0.0000,0.0000,0.0000,1.0000,-0.0094,0.0100,0.0000,-0.0000,0.0229,-0.0076,49.8569
13.0,0.0000,0.0000,0.0000,1.0000,0.0159,-0.0100,0.0000,-0.0000,-0.0076,0.0000,49.8875
13.5,0.0000,0.0000,0.0000,1.0000,-0.0001,0.0000,0.0000,-0.0000,0.0000,-0.0076,49.8416
14.0,0.0000,0.0000,0.0000,1.0000,0.0001,0.0011,0.0000,-0.0000,0.0000,0.0000,49.8263
14.5,0.0000,0.0000,0.0000,1.0000,0.0004,0.0011,0.0000,-0.0000,0.0000,0.0000,49.9028
15.0,0.0000,0.0000,0.0000,1.0000,0.0006,0.0033,0.0000,-0.0000,0.0000,0.0000,49.8416
15.5,0.0000,0.0000,0.0000,1.0000,-0.0000,0.0011,0.0000,-0.0000,0.0000,0.0000,49.8569
16.0,0.0000,0.0000,0.0000,1.0000,-0.0003,-0.0011,0.0000,-0.0000,0.0000,0.0076,49.9334
16.5,0.0000,0.0000,0.0000,1.0000,-0.0005,0.0011,0.0000,-0.0000,0.0000,0.0000,49.8875
17.0,0.0000,0.0000,0.0000,1.0000,-0.0001,-0.0044,0.0000,-0.0000,0.0000,0.0000,49.8569
17.5,0.0000,0.0000,0.0000,1.0000,0.0008,0.0000,0.0000,-0.0000,0.0000,0.0000,49.8416
18.0,0.0000,0.0000,0.0000,1.0000,-0.0024,-0.0033,0.0000,-0.0000,0.0000,0.0153,49.8263
18.5,0.0000,0.0000,0.0000,1.0000,-0.0023,-0.0011,0.0000,-0.0000,0.0000,0.0229,49.8416
19.0,0.0000,0.0000,0.0000,1.0000,-0.0008,-0.0011,0.0000,-0.0000,0.0000,0.0000,49.8416
19.5,0.0000,0.0000,0.0000,1.0000,0.0000,0.0011,0.0000,-0.0000,0.0000,0.0000,49.8875
20.0,0.0000,0.0000,0.0000,1.0000,0.0000,0.0011,0.0000,-0.0000,0.0000,0.0000,49.8110
20.5,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0044,0.0000,-0.0000,0.0000,0.0000,49.8416
21.0,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,49.8416
21.5,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0011,0.0000,-0.0000,0.0000,0.0000,49.9028
22.0,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0011,0.0000,-0.0000,0.0000,0.0000,49.8263
22.5,0.0000,0.0000,0.0000,1.0000,-0.0019,-0.0011,0.0000,-0.0000,0.0000,0.0153,49.8569
23.0,0.0000,0.0000,0.0000,1.0000,-0.0043,-0.0011,0.0000,-0.0000,0.0000,0.0153,49.8416
