time_s,amcl_x,amcl_y,amcl_qz,amcl_qw,filtered_vx,filtered_wz,left_velocity_cmd,right_velocity_cmd,left_velocity_encoder,right_velocity_encoder,voltage
0.0,,,,,0.0000,-0.0011,0.0000,-0.0000,0.0000,0.0000,52.2908
0.5,,,,,0.0000,-0.0033,0.0000,-0.0000,0.0000,0.0000,52.2908
1.0,,,,,0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0000,52.3061
1.5,,,,,0.0000,0.0033,0.0000,-0.0000,0.0000,0.0000,52.2755
2.0,,,,,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,52.3214
2.5,,,,,0.0000,0.0033,0.0000,-0.0000,0.0000,0.0000,52.2908
3.0,,,,,0.0000,-0.0011,0.0000,-0.0000,0.0000,0.0000,52.3214
3.5,,,,,0.0000,-0.0022,0.0000,-0.0000,0.0000,0.0000,52.2908
4.0,0.0000,0.0000,0.0000,1.0000,0.0000,0.0011,0.0000,-0.0000,0.0000,0.0000,52.2908
4.5,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,52.2908
5.0,0.0000,0.0000,0.0000,1.0000,0.0000,0.0011,0.0000,-0.0000,0.0000,0.0000,52.3521
5.5,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,52.2908
6.0,0.0000,0.0000,0.0000,1.0000,0.0000,0.0022,0.0000,-0.0000,0.0000,0.0000,52.3214
6.5,0.0000,0.0000,0.0000,1.0000,0.0000,0.0033,0.0000,-0.0000,0.0000,0.0000,52.3061
7.0,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,52.3214
7.5,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,52.2908
8.0,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0011,0.0000,-0.0000,0.0000,0.0000,52.3214
8.5,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0022,0.0000,-0.0000,0.0000,0.0000,52.2908
9.0,0.0000,0.0000,0.0000,1.0000,0.0000,0.0011,0.0000,-0.0000,0.0000,0.0000,52.3214
9.5,0.0000,0.0000,0.0000,1.0000,0.0000,0.0011,0.0000,-0.0000,0.0000,0.0000,52.3214
10.0,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0000,52.2908
10.5,0.0000,0.0000,0.0000,1.0000,0.0000,0.0011,0.0000,-0.0000,0.0000,0.0000,52.2908
11.0,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0033,0.0000,-0.0000,0.0000,0.0000,52.3214
11.5,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0000,52.3214
12.0,0.0000,0.0000,0.0000,1.0000,0.0000,0.0022,0.0000,-0.0000,0.0000,0.0000,52.2449
12.5,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,52.3214
13.0,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0033,0.0000,-0.0000,0.0000,0.0000,52.2755
13.5,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0011,0.0000,-0.0000,0.0000,0.0000,52.3827
14.0,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0000,52.2602
14.5,0.0000,0.0000,0.0000,1.0000,0.0000,0.0022,0.0000,-0.0000,0.0000,0.0000,52.3214
15.0,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0011,0.0000,-0.0000,0.0000,0.0000,52.2908
15.5,0.0000,0.0000,0.0000,1.0000,0.0000,0.0011,0.0000,-0.0000,0.0000,0.0000,52.2908
16.0,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0000,52.2908
16.5,0.0000,0.0000,0.0000,1.0000,0.0000,0.0044,0.0000,-0.0000,0.0000,0.0000,52.3367
17.0,0.0000,0.0000,0.0000,1.0000,0.0000,0.0011,0.0000,-0.0000,0.0000,0.0076,52.4133
17.5,0.0000,0.0000,0.0000,1.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0000,52.2908
18.0,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0044,0.0000,-0.0000,0.0000,0.0000,52.4133
18.5,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0011,0.0000,-0.0000,0.0000,0.0000,52.2908
19.0,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0011,0.0000,-0.0000,0.0000,0.0000,52.2755
19.5,0.0000,0.0000,0.0000,1.0000,0.0000,0.0011,0.0000,-0.0000,0.0000,0.0000,52.2908
20.0,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0011,0.0000,-0.0000,0.0000,0.0000,52.2755
20.5,0.0000,0.0000,0.0000,1.0000,-0.0062,0.0033,0.0000,-0.0000,-0.0229,0.0000,52.2755
21.0,0.0000,0.0000,0.0000,1.0000,-0.0000,0.0022,0.0000,-0.0000,0.0000,0.0000,52.3061
21.5,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0022,0.0000,-0.0000,0.0000,0.0000,52.2755
22.0,0.0000,0.0000,0.0000,1.0000,0.0000,0.0011,0.0000,-0.0000,0.0000,0.0000,52.3827
22.5,0.0000,0.0000,0.0000,1.0000,-0.0018,-0.0000,0.0000,-0.0000,0.0000,0.0076,52.3061
23.0,0.0000,0.0000,0.0000,1.0000,-0.0003,-0.0033,0.0000,-0.0000,0.0000,0.0000,52.2908
23.5,0.0000,0.0000,0.0000,1.0000,0.0009,-0.0122,0.0000,-0.0000,0.0000,-0.0076,52.3061
24.0,0.0000,0.0000,0.0000,1.0000,0.0040,0.0089,0.0000,-0.0000,0.0076,-0.0076,52.2908
24.5,0.0000,0.0000,0.0000,1.0000,-0.0033,0.0044,0.0000,-0.0000,-0.0076,0.0076,52.2755
25.0,0.0000,0.0000,0.0000,1.0000,0.0011,-0.0044,0.0000,-0.0000,0.0000,-0.0076,52.2755
25.5,0.0000,0.0000,0.0000,1.0000,-0.0002,-0.0022,0.0000,-0.0000,0.0000,0.0076,52.3521
26.0,0.0000,0.0000,0.0000,1.0000,0.0001,0.0044,0.0000,-0.0000,0.0000,0.0000,52.3061
26.5,0.0000,0.0000,0.0000,1.0000,0.0000,0.0600,0.0000,-0.0000,0.0000,0.0000,52.3674
27.0,0.0000,0.0000,0.0000,1.0000,0.0103,-0.0744,0.0000,-0.0000,0.0000,0.0000,52.3367
27.5,0.0000,0.0000,0.0000,1.0000,-0.1751,-0.1011,0.0000,-0.0000,-0.2975,0.4654,52.3214
28.0,0.0000,0.0000,0.0000,1.0000,-0.0342,0.1933,0.0000,-0.0000,-0.1678,-0.1068,52.2908
28.5,-0.1001,0.0027,0.0600,0.9982,-0.0064,0.9000,0.0000,-0.0000,-0.2518,-0.3662,52.2908
29.0,-0.0890,0.0041,0.2025,0.9793,0.0172,0.1622,0.0000,-0.0000,-0.0763,-0.0458,52.2755
29.5,-0.0737,0.0103,0.2619,0.9651,-0.0337,0.2111,0.0000,-0.0000,-0.1678,-0.0381,52.3521
30.0,-0.0681,0.0145,0.3120,0.9501,0.0150,0.1544,0.0000,-0.0000,-0.0610,-0.1373,52.2755
30.5,-0.0601,0.0206,0.3648,0.9311,0.0057,0.2511,0.0000,-0.0000,-0.0687,-0.1602,52.3367
31.0,-0.0464,0.0383,0.4941,0.8694,0.0964,0.3922,0.0000,-0.0000,-0.0534,-0.2594,52.3521
31.5,-0.0325,0.0621,0.5485,0.8362,0.0536,0.2633,0.0000,-0.0000,-0.0534,-0.1297,52.3061
32.0,-0.0231,0.0932,0.6416,0.7670,0.0340,0.5689,0.0000,-0.0000,-0.0610,-0.2060,52.3061
32.5,-0.0195,0.1054,0.6961,0.7180,0.0184,-0.0422,0.0000,-0.0000,-0.0229,-0.0534,52.2908
33.0,-0.0195,0.1054,0.6961,0.7180,0.0038,-0.0000,0.0000,-0.0000,0.0000,-0.0076,52.2908
33.5,-0.0195,0.1054,0.6961,0.7180,-0.0007,0.0033,0.0000,-0.0000,0.0000,0.0076,52.3061
34.0,-0.0195,0.1054,0.6961,0.7180,-0.0004,0.0011,0.0000,-0.0000,0.0000,0.0000,52.3367
34.5,-0.0195,0.1054,0.6961,0.7180,-0.0003,-0.0000,0.0000,-0.0000,0.0000,0.0000,52.2755
35.0,-0.0195,0.1054,0.6961,0.7180,-0.0002,0.0011,0.0000,-0.0000,0.0000,0.0000,52.3061
35.5,-0.0195,0.1054,0.6961,0.7180,-0.0002,0.0022,0.0000,-0.0000,0.0000,0.0000,52.3521
36.0,-0.0195,0.1054,0.6961,0.7180,-0.0003,-0.0011,0.0000,-0.0000,0.0000,-0.0076,52.2755
36.5,-0.0195,0.1054,0.6961,0.7180,0.0003,-0.0033,0.0000,-0.0000,0.0000,0.0000,52.3061
37.0,-0.0195,0.1054,0.6961,0.7180,-0.0001,0.0022,0.0000,-0.0000,0.0000,0.0000,52.2755
37.5,-0.0195,0.1054,0.6961,0.7180,-0.0000,-0.0011,0.0000,-0.0000,0.0000,0.0000,52.3827
38.0,-0.0195,0.1054,0.6961,0.7180,-0.0000,-0.0067,0.0930,-0.0910,0.0000,0.0000,52.3061
38.5,-0.0195,0.1054,0.6961,0.7180,-0.0000,0.0022,0.0930,-0.0910,0.0000,0.0000,52.2755
