time_s,amcl_x,amcl_y,amcl_qz,amcl_qw,filtered_vx,filtered_wz,left_velocity (rps),right_velocity (rps),left_rps,right_rps,voltage
0.0,,,,,0.0000,0.0011,0.0000,-0.0000,0.0000,0.0000,50.6988
0.5,,,,,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,50.7907
1.0,,,,,0.0000,-0.0011,0.0000,-0.0000,0.0000,0.0000,50.6988
1.5,,,,,-0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0000,50.6835
2.0,,,,,-0.0029,-0.0111,0.0000,-0.0000,-0.0229,0.0000,50.7294
2.5,,,,,-0.0011,-0.0011,0.0000,-0.0000,0.0000,0.0000,50.6988
3.0,,,,,-0.0027,-0.0011,0.0000,-0.0000,0.0000,0.0000,50.6988
3.5,,,,,0.0007,0.0000,0.0000,-0.0000,0.0000,-0.0076,50.6988
4.0,0.0000,0.0000,0.0000,1.0000,0.0004,-0.0011,0.0000,-0.0000,0.0000,0.0076,50.6835
4.5,0.0000,0.0000,0.0000,1.0000,-0.0005,-0.0011,0.0000,-0.0000,0.0000,0.0000,50.7601
5.0,0.0000,0.0000,0.0000,1.0000,-0.0025,0.0033,0.0000,-0.0000,0.0000,0.0000,50.6988
5.5,0.0000,0.0000,0.0000,1.0000,-0.0043,-0.0022,0.0000,-0.0000,0.0000,-0.0076,50.7141
6.0,0.0000,0.0000,0.0000,1.0000,0.0005,-0.0011,0.0000,-0.0000,0.0000,0.0000,50.7294
6.5,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0011,0.0000,-0.0000,0.0000,0.0000,50.6988
7.0,0.0000,0.0000,0.0000,1.0000,-0.0085,0.1489,0.0000,-0.0000,-0.2060,-0.0229,50.6835
7.5,0.0000,0.0000,0.0000,1.0000,-0.0349,0.1111,0.0000,-0.0000,-0.0763,0.0076,50.6835
8.0,-0.0084,0.0001,0.1172,0.9931,-0.0162,0.1800,0.0000,-0.0000,-0.1831,-0.1297,50.7141
8.5,-0.0084,0.0001,0.1172,0.9931,-0.0063,0.1689,0.0000,-0.0000,-0.0229,-0.0153,50.6835
9.0,0.0045,0.0045,0.3395,0.9406,-0.0179,1.3000,0.0000,-0.0000,-0.5569,-0.5188,50.6835
9.5,-0.0052,0.0029,0.5494,0.8356,0.0086,0.4544,0.0000,-0.0000,-0.2365,-0.3891,50.7448
10.0,-0.0079,0.0023,0.6106,0.7920,0.0836,0.2011,0.0000,-0.0000,0.3662,-0.5264,50.6223
10.5,-0.0026,0.0347,0.6509,0.7591,0.5637,0.1922,0.0000,-0.0000,1.3428,-1.5182,50.5917
11.0,0.0219,0.3143,0.6897,0.7241,0.8185,0.7744,0.0000,-0.0000,0.8240,-1.4496,50.7294
11.5,-0.0628,0.8022,0.8981,0.4398,0.4458,1.3544,0.0000,-0.0000,-0.1373,-1.1902,50.7448
12.0,-0.1296,0.8713,0.9511,0.3089,0.2093,-0.7011,0.0000,-0.0000,0.7401,-0.3128,50.6376
12.5,-0.2769,1.0372,0.8334,0.5527,0.4550,-2.1011,0.0000,-0.0000,1.4038,-0.0992,50.7601
13.0,-0.2736,1.2507,0.5901,0.8073,0.3183,0.5578,0.0000,-0.0000,0.2518,-0.5646,50.7294
13.5,-0.2528,1.3800,0.6954,0.7187,0.1654,0.6378,0.0000,-0.0000,-0.1678,-0.3281,50.7141
