time_s,amcl_x,amcl_y,amcl_qz,amcl_qw,filtered_vx,filtered_wz,left_velocity_cmd,right_velocity_cmd,left_velocity_encoder,right_velocity_encoder,voltage
0.0,,,,,0.0000,-0.0033,0.0000,-0.0000,0.0000,0.0000,0.0000
0.5,,,,,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
1.0,,,,,0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
1.5,,,,,0.0000,-0.0022,0.0000,-0.0000,0.0000,0.0000,0.0000
2.0,,,,,0.0000,0.0011,0.0000,-0.0000,0.0000,0.0000,0.0000
2.5,,,,,0.0000,-0.0011,0.0000,-0.0000,0.0000,0.0000,0.0000
3.0,,,,,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
3.5,,,,,0.0000,-0.0022,0.0000,-0.0000,0.0000,0.0000,0.0000
4.0,,,,,0.0000,0.0033,0.0000,-0.0000,0.0000,0.0000,0.0000
4.5,,,,,0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
5.0,,,,,0.0000,-0.0100,0.0000,-0.0000,0.0000,0.0000,52.2602
5.5,,,,,-0.0018,0.0089,0.0000,-0.0000,0.0000,-0.0076,52.2755
6.0,0.0000,0.0000,0.0000,1.0000,-0.0022,0.0122,0.0000,-0.0000,0.0000,-0.0153,52.1837
6.5,0.0000,0.0000,0.0000,1.0000,0.0091,0.0044,0.0000,-0.0000,0.0000,0.0000,52.2296
7.0,0.0000,0.0000,0.0000,1.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,52.1684
7.5,0.0000,0.0000,0.0000,1.0000,-0.0000,-0.0011,0.0000,-0.0000,0.0000,0.0000,52.2143
8.0,0.0000,0.0000,0.0000,1.0000,-0.0000,0.0044,0.0000,-0.0000,0.0000,0.0000,52.2296
8.5,0.0000,0.0000,0.0000,1.0000,-0.0000,0.0011,0.0000,-0.0000,0.0000,0.0076,52.2143
9.0,0.0000,0.0000,0.0000,1.0000,-0.0001,-0.0011,0.0000,-0.0000,0.0000,0.0000,52.2296
9.5,0.0000,0.0000,0.0000,1.0000,-0.0000,-0.0011,0.0000,-0.0000,0.0000,0.0000,52.1990
10.0,0.0000,0.0000,0.0000,1.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0000,52.2143
10.5,0.0000,0.0000,0.0000,1.0000,-0.0000,0.0022,0.0000,-0.0000,0.0000,0.0000,52.2449
11.0,0.0000,0.0000,0.0000,1.0000,-0.0000,-0.0011,0.0000,-0.0000,0.0000,0.0000,52.1837
11.5,0.0000,0.0000,0.0000,1.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0000,52.1990
12.0,0.0000,0.0000,0.0000,1.0000,-0.0000,0.0011,0.0000,-0.0000,0.0000,0.0000,52.1990
