time_s,amcl_x,amcl_y,amcl_qz,amcl_qw,filtered_vx,filtered_wz,left_velocity_cmd,right_velocity_cmd,left_velocity_encoder,right_velocity_encoder,voltage
0.0,,,,,0.0000,-0.0056,0.0000,-0.0000,0.0000,0.0000,52.3214
0.5,,,,,0.0000,0.0022,0.0000,-0.0000,0.0076,0.0000,52.2755
1.0,,,,,0.0000,-0.0011,0.0000,-0.0000,0.0000,0.0000,52.2449
1.5,,,,,0.0000,0.0011,0.0000,-0.0000,0.0000,0.0000,52.2755
2.0,,,,,-0.0000,0.0011,0.0000,-0.0000,0.0000,0.0000,52.2755
2.5,,,,,-0.0000,0.0022,0.0000,-0.0000,0.0000,0.0000,52.2755
3.0,,,,,-0.0000,-0.0011,0.0000,-0.0000,0.0000,0.0000,52.2755
3.5,,,,,-0.0000,0.0011,0.0000,-0.0000,0.0000,0.0000,52.2908
4.0,,,,,-0.0000,-0.0011,0.0000,-0.0000,0.0000,0.0000,52.2908
4.5,0.0000,0.0000,0.0000,1.0000,-0.0000,0.0033,0.0000,-0.0000,0.0000,0.0000,52.3214
5.0,0.0000,0.0000,0.0000,1.0000,-0.0000,-0.0011,0.0000,-0.0000,0.0000,0.0000,52.2908
5.5,0.0000,0.0000,0.0000,1.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,52.2755
6.0,0.0000,0.0000,0.0000,1.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,52.2755
6.5,0.0000,0.0000,0.0000,1.0000,-0.0000,-0.0011,0.0000,-0.0000,0.0000,0.0000,52.2755
7.0,0.0000,0.0000,0.0000,1.0000,-0.0000,0.0044,0.0000,-0.0000,0.0000,0.0000,52.2755
7.5,0.0000,0.0000,0.0000,1.0000,-0.0000,-0.0022,0.0000,-0.0000,0.0000,0.0000,52.2755
8.0,0.0000,0.0000,0.0000,1.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,52.2755
8.5,0.0000,0.0000,0.0000,1.0000,-0.0000,0.0011,0.0000,-0.0000,0.0000,0.0000,52.2755
9.0,0.0000,0.0000,0.0000,1.0000,-0.0000,0.0022,0.0000,-0.0000,0.0000,0.0000,52.2755
9.5,0.0000,0.0000,0.0000,1.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,52.2755
10.0,0.0000,0.0000,0.0000,1.0000,-0.0000,-0.0011,0.0000,-0.0000,0.0000,0.0000,52.2755
10.5,0.0000,0.0000,0.0000,1.0000,-0.0000,-0.0011,0.0000,-0.0000,0.0000,0.0000,52.3367
11.0,0.0000,0.0000,0.0000,1.0000,-0.0000,0.0011,0.0000,-0.0000,0.0000,0.0000,52.2755
11.5,0.0000,0.0000,0.0000,1.0000,-0.0000,0.0011,0.0000,-0.0000,0.0000,0.0000,52.2908
12.0,0.0000,0.0000,0.0000,1.0000,-0.0000,0.0011,0.0000,-0.0000,0.0000,0.0000,52.2908
12.5,0.0000,0.0000,0.0000,1.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,52.2755
13.0,0.0000,0.0000,0.0000,1.0000,-0.0000,-0.0011,0.0000,-0.0000,0.0000,0.0000,52.2755
13.5,0.0000,0.0000,0.0000,1.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,52.3367
14.0,0.0000,0.0000,0.0000,1.0000,-0.0000,0.0022,0.0000,-0.0000,0.0000,0.0000,52.2755
14.5,0.0000,0.0000,0.0000,1.0000,-0.0000,0.0033,0.0000,-0.0000,0.0000,0.0000,52.2755
15.0,0.0000,0.0000,0.0000,1.0000,-0.0000,-0.0011,0.0000,-0.0000,0.0000,0.0000,52.3674
